numero_dpe;date_derniere_modification_dpe;date_visite_diagnostiqueur;date_etablissement_dpe;date_reception_dpe;date_fin_validite_dpe;numero_dpe_remplace;numero_dpe_immeuble_associe;id_rnb;provenance_id_rnb;numero_rpls_logement;numero_immatriculation_copropriete;modele_dpe;version_dpe;methode_application_dpe;etiquette_dpe;etiquette_ges;classe_altitude;zone_climatique;type_batiment;type_installation_chauffage;type_installation_ecs;hauteur_sous_plafond;nombre_appartement;nombre_niveau_immeuble;nombre_niveau_logement;typologie_logement;appartement_non_visite;surface_habitable_immeuble;surface_habitable_logement;surface_tertiaire_immeuble;classe_inertie_batiment;score_ban;numero_etage_appartement;position_logement_dans_immeuble;nom_residence;complement_adresse_batiment;complement_adresse_logement;indicateur_confort_ete;protection_solaire_exterieure;logement_traversant;presence_brasseur_air;inertie_lourde;isolation_toiture;deperditions_totales_batiment;deperditions_totales_logement;deperditions_enveloppe;deperditions_ponts_thermiques;deperditions_murs;deperditions_planchers_hauts;deperditions_planchers_bas;deperditions_portes;deperditions_baies_vitrees;deperditions_renouvellement_air;qualite_isolation_enveloppe;qualite_isolation_murs;qualite_isolation_plancher_haut_comble_amenage;qualite_isolation_plancher bas;qualite_isolation_menuiseries;ubat_w_par_m2_k;emission_ges_5_usages;emission_ges_5_usages par_m2;emission_ges_chauffage;emission_ges_ecs;emission_ges_refroidissement;emission_ges_eclairage;emission_ges_auxiliaires;type_energie_n1;emission_ges_5_usages_energie_n1;emission_ges_chauffage_energie_n1;emission_ges_ecs_energie_n1;type_energie_n2;emission_ges_5_usages_energie_n2;emission_ges_chauffage_energie_n2;emission_ges_ecs_energie_n2;type_energie_n3;emission_ges_5_usages_energie_n3;emission_ges_chauffage_energie_n3;emission_ges_ecs_energie_n3;type_energie_principale_chauffage;type_generateur_chauffage_principal;type_installation_chauffage_n1;type_emetteur_installation_chauffage_n1;configuration_installation_chauffage_n1;description_installation_chauffage_n1;surface_chauffee_installation_chauffage_n1;type_generateur_n1_installation_n1;type_energie_generateur_n1_installation_n1;usage_generateur_n1_installation_n1;type_generateur_n2_installation_n1;type_energie_generateur_n2_installation_n1;usage_generateur_n2_installation_n1;type_installation_chauffage_n2;type_emetteur_installation_chauffage_n2;configuration_installation_chauffage_n2;description_installation_chauffage_n2;surface_chauffee_installation_chauffage_n2;type_generateur_n1_installation_n2;type_energie_generateur_n1_installation_n2;usage_generateur_n1_installation_n2;type_generateur_n2_installation_n2;type_energie_generateur_n2_installation_n2;usage_generateur_n2_installation_n2;type_energie_principale_ecs;type_generateur_chauffage_principal_ecs;type_installation_ecs_n1;configuration_installation_ecs_n1;description_installation_ecs_n1;nombre_logements_desservis_par_installation_ecs_n1;surface_habitable_desservie_par_installation_ecs_n1;type_installation_solaire_n1;production_ecs_solaire_installation_n1;type_generateur_n1_ecs_n1;type_energie_generateur_n1_ecs_n1;usage_generateur_n1_ecs_n1;description_generateur_n1_ecs_n1;volume_stockage_generateur_n1_ecs_n1;cop_generateur_n1_ecs_n1;type_generateur_n2_ecs_n1;type_energie_generateur_n2_ecs_n1;usage_generateur_n2_ecs_n1;description_generateur_n2_ecs_n1;volume_stockage_generateur_n2_ecs_n1;cop_generateur_n2_ecs_n1;type_ventilation;surface_ventilee;ventilation_posterieure_2012;type_generateur_froid;description_generateur_froid;surface_climatisee;categorie_enr;systeme_production_electricite_origine_renouvelable;presence_production_pv;surface_totale_capteurs_pv;nombre_module;production_electricite_pv_kwhep_par_an;electricite_pv_autoconsommee
2338N0513951G;26/10/2023;25/01/2023;15/02/2023;16/02/2023;14/02/2033;;2338N0513827M;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;20;1;;;1;1255.4;48.5;;;0.54;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2238N0567100K;26/10/2023;20/03/2022;20/03/2022;21/03/2022;19/03/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;400-800m;H1c;appartement;individuel;individuel;2.5;;;1;;0;;67.7;;;0.78;2;;;;;moyen;1;0;0;0;1;;;;;;;;;;;très bonne;très bonne;;;très bonne;0.33;1595.3;23.5;935.2;641.8;0;10.6;7.8;Propane;1576.9;935.2;641.8;Électricité;18.4;0;0;;;;;Propane;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N0714387H;08/11/2023;05/04/2022;05/04/2022;06/04/2022;04/04/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;;;maison;;;2.5;1;1;1;;0;75.9;75.9;;;0.44;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;210.6;2.7;147.9;65.5;0;11.1;0;Bois – Granulés (pellets) ou briquettes;0;0;0;Électricité;16.3;0;0;;;;;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2338N0145721O;26/10/2023;11/01/2023;16/01/2023;17/01/2023;15/01/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;23;1;1;;0;1384;64.9;;;0.69;;;;;1-Bâtiment AB-4-A104;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.38;707.9;10.9;433.2;367;0;2.8;0.9;Gaz naturel;0;0;0;Électricité;3.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2138N0471017W;26/10/2023;07/10/2021;07/10/2021;09/10/2021;06/10/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;400-800m;H1c;maison;;;2.5;;1;1;;;;;;;0.64;;;;;;bon;0;0;0;;0;;;0.3;5.1;26.3;12.7;20.9;10.1;10.1;38.3;très bonne;très bonne;très bonne;très bonne;très bonne;0.26;184;1.9;130;36;0;12;7;Électricité;184;130;36;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;12.7;
2438N0475908C;09/02/2024;17/01/2024;17/01/2024;09/02/2024;16/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;964.2;45.2;;;0.36;;;;;1-Bâtiment-1-001;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.54;696.4;15.4;304.6;380.6;0;1.9;0.8;Gaz naturel;0;0;0;Électricité;2.7;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0187027H;17/01/2024;11/12/2023;16/01/2024;17/01/2024;15/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;160.2;160.2;;;0.72;;;;;1-Maison individuelle ou accolée-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;bonne;0.29;233.2;1.4;109.7;75.8;0;21.7;2.4;Électricité;47.7;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2438N1277365J;09/04/2024;26/03/2024;26/03/2024;09/04/2024;25/03/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;5;1;1;;0;278.3;50.8;;;0.49;;;;;13-Batiment G Droit-3-G102;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;626.6;12.3;296.2;320.4;0;2.2;0.1;Gaz naturel;0;0;0;Électricité;2.3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N4178569C;06/12/2023;03/12/2023;04/12/2023;06/12/2023;03/12/2033;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;15;1;1;;0;1149.6;75.6;;;0.75;;;;;1-Bât-12-301;;;;;;;;;;;;;;;;;bonne;bonne;;bonne;très bonne;0.6;960.9;12.7;518.2;427.9;0;2.9;0;Gaz naturel;0;0;0;Électricité;2.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;panneaux solaires photovoltaïques;;;;;0;
2238N2728292E;26/10/2023;16/11/2022;16/11/2022;17/11/2022;15/11/2032;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;2050.6;64.1;;;0.56;;;;;1-Bâtiment QR R+5 32 logements-6-Q1 081 T3 R+1;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.59;817.9;12.7;374.6;603;0;2.8;0.9;Gaz naturel;0;0;0;Électricité;3.8;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N4431116M;13/12/2024;08/10/2024;12/12/2024;13/12/2024;11/12/2034;;2438N4430465L;;;;;DPE NEUF logement : RT2012;2.4;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;inférieur à 400m;H1c;appartement;individuel;collectif;2.8;34;;5;;1;;63.9;;;0.97;;;Les Pensées du Lys;;;moyen;1;0;0;1;0;;;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.73;514.9;8;241.1;260.9;0;9.7;3.3;Électricité;22;9.1;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2238N1146579B;08/11/2023;23/05/2022;23/05/2022;24/05/2022;22/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;A;;;appartement;individuel;individuel;2.5;17;1;1;;0;1122.9;73.4;;;0.53;;;;;;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.63;298.7;4;156.7;175.2;0;3.2;0.9;Réseau de Chauffage urbain;0;0;0;Électricité;4.1;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2138N0142097C;26/10/2023;03/08/2021;03/08/2021;04/08/2021;02/08/2031;;;;;;;DPE NEUF logement : RE2020;1;dpe maison individuelle;C;C;inférieur à 400m;H1c;maison;;;2.5;;;1;;;;168.5;;;0.97;0;;;;Etage :;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.36;2468.4;14;1775.8;660.6;0;23.7;8.3;Gaz naturel;2468.4;1775.8;660.6;Électricité;2468.4;1775.8;660.6;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;602.3;
2338N1032746X;26/10/2023;27/02/2023;06/03/2023;28/03/2023;05/03/2033;;2338N0749792B;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;28;;5;;1;;65.3;;;0.97;;;;;08523-00002-00002-00045;bon;0;0;0;0;0;;;;;;;;;;;très bonne;très bonne;;très bonne;insuffisante;0.43;486.5;7.4;295.6;179.8;0;8.4;2.7;Gaz naturel;474.3;294.9;179.4;Électricité;12.1;0.6;0.4;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1155572Y;08/11/2023;23/05/2022;22/05/2022;25/05/2022;21/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;46;1;1;;0;2957;101.8;;;0.58;;;;;;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;très bonne;0.73;1078.7;10.5;607.7;634.2;0;4.6;0;Gaz naturel;0;0;0;Électricité;4.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1526419H;08/11/2023;27/06/2022;27/06/2022;05/07/2022;26/06/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;;;appartement;individuel;individuel;2.5;50;1;1;;0;3206.2;109.4;;;0.74;;;;1-La FOLATIERE - B5-1-Zone logements;4-T4 5004;;;;;;;;;;;;;;;;;moyenne;moyenne;;très bonne;très bonne;0.73;342.5;3.1;150.2;225.4;0;4.3;2.4;Réseau de Chauffage urbain;0;0;0;Électricité;6.7;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0211161N;19/01/2024;21/11/2023;18/01/2024;19/01/2024;17/01/2034;;2438N0211066W;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;53;1;1;;0;3582.9;66.4;;;0.76;;;;;1-Bâtiment Aromatik-29-A403;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.42;403;6;96.1;258.1;0;3.1;0.7;Réseau de Chauffage urbain;0;0;0;Électricité;3.7;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2138N0346821C;08/11/2023;19/07/2021;17/09/2021;18/09/2021;16/09/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;49;1;1;;0;3089.8;46;;;0.59;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.65;606.3;13.1;251.6;485.3;0;2.4;0.8;Gaz naturel;0;0;0;Électricité;3.2;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N3118767L;26/10/2023;02/08/2022;20/12/2022;22/12/2022;19/12/2032;;2238N3118652A;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;85;1;1;;0;2709.1;23.3;;;0.39;;;;;1-BATIMENT A et B-80-A413 T2;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.56;336.2;14.4;64.8;374.2;0;1;0.1;Bois – Granulés (pellets) ou briquettes;0;0;0;GPL;0;0;0;Électricité;1.2;0;0;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2238N3118515T;26/10/2023;02/08/2022;20/12/2022;21/12/2022;19/12/2032;;2238N3117579T;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;25;1;1;;0;1048.8;37.5;;;0.39;;;;;3-BATIMENT E et F-13-E206 T2C;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.52;495.5;13.2;110.6;529.7;0;1.6;0.2;Bois – Granulés (pellets) ou briquettes;0;0;0;GPL;0;0;0;Électricité;1.8;0;0;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2138N0893606H;08/11/2023;07/12/2021;09/12/2021;10/12/2021;08/12/2031;;;;;;;DPE NEUF logement : RT2012;1.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;B;;;maison;;;2.5;1;1;1;;0;85;85;;;0.78;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;bonne;très bonne;0.38;870.1;10.1;807.4;56.6;0;13.7;1.6;Gaz naturel;0;0;0;Électricité;22.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N1578776A;08/11/2023;10/07/2022;10/07/2022;11/07/2022;09/07/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;B;A;;;maison;;;2.5;1;1;1;;0;82.3;82.3;;;0.69;;;;;;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.28;211.2;2.5;152.8;60.3;0;11.3;0;Électricité;15.7;0;0;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2238N0131412E;08/11/2023;22/01/2022;22/01/2022;23/01/2022;21/01/2032;;;;;;;DPE NEUF logement : RT2012;2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;53;1;1;;0;3640.5;49.2;;;0.8;;;;;;;;;;;;;;;;;;;;;;moyenne;très bonne;;très bonne;très bonne;0.68;538.6;10.9;195.4;468.6;0;2.2;0.4;Gaz naturel;0;0;0;Électricité;2.6;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N1960166Y;25/06/2024;19/05/2024;02/06/2024;03/06/2024;01/06/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;23;1;;;0;1263.8;36.6;;;0.67;0;;;24/IMO/0117;A11 A11-15-T2;;;;;;;788.7;22.4;;;;;;;;;moyenne;très bonne;;bonne;très bonne;0.67;629.9;17;276.1;344.7;0;5.1;4.1;Électricité;629.9;276.1;344.7;Gaz naturel;629.9;276.1;344.7;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N1680760N;26/10/2023;21/05/2023;22/05/2023;23/05/2023;21/05/2033;;2338N1680706L;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;16;1;;;1;1062.6;78.4;;;0.59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2338N0446017K;26/10/2023;09/02/2023;09/02/2023;10/02/2023;08/02/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : maison individuelle;A;A;;;maison;;;2.5;1;1;1;;0;136.3;136.3;;;0.81;;;;;1-Batiment n 1-1-LogZone;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.26;254.9;1.8;136.9;98.4;0;19.1;0;Électricité;48.2;0;0;Bois – Granulés (pellets) ou briquettes;0;0;0;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;Il existe plusieurs descriptifs ENR;;;;;0;
2138N0346803K;08/11/2023;19/07/2021;17/09/2021;18/09/2021;16/09/2031;;;;;;;DPE NEUF logement : RT2012;1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;49;1;1;;0;3089.8;43.6;;;0.59;;;;;;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.65;600;13.8;255.2;472.2;0;2.3;0.7;Gaz naturel;0;0;0;Électricité;3;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N0886064H;26/10/2023;16/03/2023;16/03/2023;17/03/2023;15/03/2033;;2338N0886025U;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;11;1;1;;0;778.1;123;;;0.71;;;;;1-Bâtiment C-11-C 303;;;;;;;;;;;;;;;;;bonne;bonne;;très bonne;très bonne;0.48;1481.1;12;1000.1;645.2;0;5.3;0.6;Gaz naturel;0;0;0;Électricité;5.9;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2438N0791031F;04/03/2024;18/12/2023;30/01/2024;04/03/2024;29/01/2034;;;;;;;DPE NEUF logement : RT2012;2.3;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;collectif;collectif;2.5;70;1;1;;0;4806.6;50.5;;;0.62;;;;;1-Vill'Agnelas-3-A0003;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.61;485.5;9.6;199.9;272.3;0;2;0.8;Réseau de Chauffage urbain;0;0;0;Électricité;2.8;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;réseau de chaleur ou de froid vertueux;;;;;0;
2338N0856136F;26/10/2023;12/01/2023;13/03/2023;15/03/2023;12/03/2033;;;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;30;1;1;;0;1902.8;60.2;;;0.75;;;;;1-Bâtiment 1-8-Lgt 05B type T3  R+1;;;;;;;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.51;670.1;11.1;387.7;379.2;0;2.5;0;Gaz naturel;0;0;0;Électricité;2.5;0;0;;;;;Gaz naturel;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;pompe à chaleur;;;;;0;
2238N1217328E;26/10/2023;29/05/2022;30/05/2022;02/06/2022;29/05/2032;;2238N1211781V;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;B;inférieur à 400m;H1c;appartement;collectif;collectif;2.5;88;;6;;1;;60.4;;;0.78;4;;Résidence Sénior;1;412;bon;0;0;0;0;0;;;;;;;;;;;bonne;très bonne;;très bonne;très bonne;0.65;500.8;8.2;146;255.7;34.1;35.4;29.6;Électricité;143.2;43.9;0.2;Gaz naturel;357.6;102.1;255.5;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2338N1898013K;26/10/2023;10/05/2023;07/06/2023;08/06/2023;06/06/2033;;2338N1898006D;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;A;A;inférieur à 400m;H1c;appartement;individuel;individuel;2.5;4;1;;;0;298.4;74.5;;;0.54;0;;;23/SAINT-ROMAIN-DE-JALIONAS/SCI/IMO/9655_Bat_A;A1;;;;;;;;;;;;;;;;;très bonne;très bonne;;très bonne;très bonne;0.36;139.6;1;83;41.1;0;10.6;4.9;Électricité;139.6;83;41.1;;;;;;;;;Électricité;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
2238N3118721R;26/10/2023;02/08/2022;20/12/2022;22/12/2022;19/12/2032;;2238N3118652A;;;;;DPE NEUF logement : RT2012;2.2;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;C;C;;;appartement;individuel;individuel;2.5;85;1;1;;0;2709.1;32.3;;;0.39;;;;;1-BATIMENT A et B-45-A301_T2;;;;;;;;;;;;;;;;;bonne;très bonne;;bonne;très bonne;0.56;466.3;14.4;89.9;519;0;1.4;0.2;Bois – Granulés (pellets) ou briquettes;0;0;0;GPL;0;0;0;Électricité;1.6;0;0;Bois – Granulés (pellets) ou briquettes;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;chauffage au bois;;;;;0;
2238N1028621F;08/11/2023;08/05/2022;08/05/2022;12/05/2022;07/05/2032;;;;;;;DPE NEUF logement : RT2012;2.1;dpe issu d'une étude thermique réglementaire RT2012 bâtiment : appartement;B;B;;;appartement;individuel;individuel;2.5;15;1;1;;0;977;80.8;;;0.6;;;;;;;;;;;;;;;;;;;;;;moyenne;moyenne;;très bonne;très bonne;0.75;741.8;9.1;419.1;427.5;0;3.4;1.6;Réseau de Chauffage urbain;0;0;0;Électricité;4.9;0;0;;;;;Réseau de Chauffage urbain;;;;;;;;;;;;;;;;;;;;;;;;Non affecté;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;0;
